Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3vYFpgpkQF0EY5E9h9BF1r,"CUPIDOxX","LOS DEL GLAMOÜR","Juseph;La Pantera;Lucho RK",2025-12-05,216470,65,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:59Z,"","Juseph",0.763,0.734,5,-5.669,0,0.072,0.111,0,0.243,0.874,101.971,4
spotify:track:6hFzA2zbArwtGpmTQEsxnn,"PINKY PROMISE 2","PINKY PROMISE 2","La Pantera;Lucho RK;Pana YMB",2025-11-14,181374,72,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:04Z,"","Lucho RK, La Pantera",0.737,0.58,8,-7.512,0,0.328,0.638,0,0.0997,0.587,147.019,4
spotify:track:3A3ajqQck8286nM14LEGey,"Piel de Cordero","Piel de Cordero","Quevedo;La Pantera",2021-08-07,213647,67,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:08Z,"","Rimas Entertainment LLC.",0.827,0.54,11,-10.742,0,0.228,0.458,0.0000419,0.0963,0.256,128.027,4
spotify:track:05gv3HF0BJA9yatskmDtak,"LA SANYON - TANGOS","LAGRIMAS DE UN MALEANTE","Omar Montes",2024-05-30,149502,30,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.672,0.751,9,-4.353,1,0.0661,0.117,0,0.251,0.841,93.933,4
spotify:track:4JXgo6DmNeemweUohoxQbt,"MONCLER - RUMBAS","LAGRIMAS DE UN MALEANTE","Omar Montes",2024-05-30,163179,43,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.743,0.81,7,-4.315,0,0.0535,0.0989,0,0.286,0.729,102.999,4
spotify:track:5He13aHOFkxFvYSDWxkjsG,"LA NIÑA DEL RELOJERO - BULERÍAS","LAGRIMAS DE UN MALEANTE","Omar Montes;MARÍA TOLEDO",2024-05-30,150000,28,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.743,0.752,1,-4.713,1,0.389,0.328,0,0.253,0.92,115.228,3
spotify:track:4l8lz1PeXkDnE8nPrUu8Vn,"LEGENDARY - RUMBAS","LAGRIMAS DE UN MALEANTE","Omar Montes",2024-05-30,130430,32,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.649,0.752,7,-4.85,0,0.0613,0.205,0,0.122,0.691,99.002,4
spotify:track:4a4Bq1qFg7U0XGU1kAppqP,"PUÑALÁ - TANGUILLOS","LAGRIMAS DE UN MALEANTE","Omar Montes;Kiki Morente",2024-05-30,170206,29,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.724,0.947,11,-3.161,0,0.0758,0.162,0,0.0536,0.48,88.475,3
spotify:track:2Xt5O5XKn0f3xvqIiTaIxZ,"LA SEVILLANA - SEVILLANAS","LAGRIMAS DE UN MALEANTE","Omar Montes",2024-05-30,220354,50,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.446,0.757,10,-3.593,0,0.0457,0.0584,0,0.338,0.905,126.685,4
spotify:track:7CsOowK8aWlxgjuZLW7pXA,"EL PANTALON - RUMBAS","LAGRIMAS DE UN MALEANTE","Omar Montes;Lola Indigo;Las Chuches",2024-05-30,193067,52,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.739,0.875,8,-5.247,1,0.31,0.382,0.0000771,0.206,0.775,120.05,4
spotify:track:0JbrdorcvjK68Tl3fNBdwi,"MATADOR - BULERIAS","LAGRIMAS DE UN MALEANTE","Omar Montes",2024-05-30,129054,47,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.579,0.682,6,-4.774,0,0.181,0.274,0,0.0561,0.628,197.717,3
spotify:track:7bm6gxGDh5XRbuAlMLdOpM,"EL VEYRON - RUMBAS","LAGRIMAS DE UN MALEANTE","Omar Montes",2024-05-30,148066,32,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.716,0.71,4,-5.189,0,0.0854,0.26,0,0.176,0.832,99.037,4
spotify:track:6hCnPN6HMbxbBnOFGC70Wu,"EL CANTANTE - SEVILLANAS","LAGRIMAS DE UN MALEANTE","Omar Montes",2024-05-30,118983,32,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.6,0.733,7,-4.644,0,0.0734,0.232,0,0.272,0.846,176.934,3
spotify:track:0B6zLhISm0afsdGWOrZsoX,"PACQUIAO (feat. Israel Fernández) - BULERIAS","LAGRIMAS DE UN MALEANTE","Omar Montes;Israel Fernández",2024-05-30,158946,33,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.339,0.523,1,-5.125,0,0.0399,0.399,0,0.123,0.247,82.387,5
spotify:track:6RyuoOJXNzlVWpfC5xQyeI,"Alocao (With Bad Gyal)","Alocao (With Bad Gyal)","Omar Montes;Bad Gyal",2019-10-24,209320,59,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:00Z,"flamenco,flamenco urbano,flamenco pop,neoperreo","Bad Gyal Aftercluv/Interscope",0.673,0.752,11,-4.705,0,0.0567,0.214,0.00000153,0.106,0.699,178.005,4
spotify:track:49kkoKoXAnjNRlxot1ZnlW,"YOTULOKO","YOTULOKO","Omar Montes;Rels B",2024-07-11,213699,59,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:04Z,"flamenco,flamenco urbano,flamenco pop,trap latino,urbano latino","Sony Music Latin",0.807,0.729,1,-4.077,0,0.0683,0.0794,0.00000253,0.039,0.666,97.02,4
spotify:track:5iilNoD56jD3FJ3bM9tMP0,"Arena y Sal","Arena y Sal","Omar Montes;SAIKO;Tunvao",2023-05-18,174415,58,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:08Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.722,0.782,5,-5.963,0,0.0524,0.598,0.00165,0.124,0.762,117.996,4
spotify:track:1y4goO087kSh2rI6hYQK4Z,"La Rubia - Remix 2","La Rubia (Remix 2)","La Nueva Escuela;Omar Montes",2019-08-19,210860,58,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:12Z,"dembow,flamenco,flamenco urbano,flamenco pop","829Music Mundial LLC",0.759,0.717,7,-4.194,1,0.133,0.319,0.00000657,0.378,0.761,109.888,4
spotify:track:4sykJxUsqdXZRqRv1J9fEQ,"Goteras","Goteras","Omar Montes;JC Reyes",2024-06-27,216450,62,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:18Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.633,0.815,6,-2.94,0,0.0635,0.406,0,0.16,0.353,95.953,4
spotify:track:4sbStZR5h3l5puBuXRVkkA,"Prendio - Remix","Prendio (Remix)","Rvfv;Omar Montes;Daviles de Novelda",2019-12-20,191184,60,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:22Z,"flamenco urbano,flamenco,flamenco pop","NASTU MUSIC",0.751,0.76,4,-5.676,0,0.0609,0.189,0,0.0817,0.756,125.061,4
spotify:track:68qjM8nSoUj8YQOJuu6hZ8,"YO LO SOÑÉ","SAKURA","SAIKO;Omar Montes",2024-04-26,175456,54,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:26Z,"flamenco,flamenco urbano,flamenco pop","2024 SAIKONETA",0.549,0.707,6,-3.439,0,0.151,0.424,0,0.326,0.549,131.887,4
spotify:track:6gCgV81Yoq9Iwt3GdEjVJg,"Cenizienta","Cenizienta","Arce;Omar Montes",2025-11-28,149000,44,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:34Z,"flamenco,flamenco urbano,flamenco pop","BMG Rights Management and Administration (Spain) S.L.U",0.765,0.57,10,-7.312,0,0.065,0.227,0,0.0925,0.309,99.902,4
spotify:track:5dcBuuNQyBjRrWNbCXICPW,"Corolla","Corolla","Kidd Voodoo;Omar Montes",2025-08-06,203842,32,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:43Z,"reggaetón chileno,trap chileno,flamenco,flamenco urbano,flamenco pop","Kidd Voodoo",0.758,0.735,7,-6.093,0,0.0486,0.431,0,0.119,0.773,95.017,4
spotify:track:3GaGWoU1KfVqgl7vnRHP55,"Demasiadas Mujeres","El Madrileño","C. Tangana",2021-02-26,153960,72,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:53Z,"","Sony Music Entertainment",0.658,0.453,9,-7.378,0,0.39,0.131,0.0002,0.0848,0.358,126.043,4
spotify:track:5ddFjrPG8NgQQ6xlOQIVd2,"Tú Me Dejaste De Querer","El Madrileño","C. Tangana;Niño de Elche;La Húngara",2021-02-26,198493,74,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:53Z,"flamenco,flamenco pop,flamenco urbano","Sony Music Entertainment",0.823,0.723,4,-4.778,0,0.229,0.311,0.00315,0.0998,0.505,83.97,4
spotify:track:6RUr6r5OexrMOYDtgu1QtS,"Comerte Entera","El Madrileño","C. Tangana;Toquinho",2021-02-26,174480,62,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:53Z,"bossa nova,mpb,jazz brasileño,samba","Sony Music Entertainment",0.824,0.399,2,-7.299,0,0.106,0.516,0.00000191,0.243,0.345,124.085,4
spotify:track:6N4ioa3XSbvjmwdVEERl8F,"Nunca Estoy","El Madrileño","C. Tangana",2021-02-26,162493,66,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:53Z,"","Sony Music Entertainment",0.913,0.369,2,-5.299,1,0.12,0.476,0.00609,0.309,0.436,135.019,4
spotify:track:5gEUDNQvoQjdjklrwPdGwD,"Párteme La Cara","El Madrileño","C. Tangana;Ed Maverick",2021-02-26,167866,62,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:53Z,"indie mexicano,folk latino","Sony Music Entertainment",0.761,0.296,0,-10.22,1,0.0484,0.551,0.000492,0.134,0.579,127.938,4
spotify:track:3SK45LddxlEkzI8OWO9Eyo,"Ingobernable","El Madrileño","C. Tangana;Gipsy Kings;Nicolás Reyes;Tonino Baliardo",2021-02-26,187053,70,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:53Z,"flamenco,flamenco pop,flamenco urbano","Sony Music Entertainment",0.705,0.757,6,-5.608,0,0.0656,0.195,0.000228,0.0524,0.737,104.973,4
spotify:track:5SkiVFWCP3NPEgNk3PaL2I,"Nominao","El Madrileño","C. Tangana;Jorge Drexler",2021-02-26,176186,55,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:53Z,"trova,cantautores,folk latino,nueva trova,candombe","Sony Music Entertainment",0.679,0.36,9,-6.54,0,0.247,0.596,0.00000299,0.107,0.72,176.093,4
spotify:track:4wNxcizGKSTfKm1emmO4yk,"Un Veneno - G-Mix","El Madrileño","C. Tangana;José Feliciano;Niño de Elche",2021-02-26,193693,52,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:53Z,"navidad,bolero,villancicos,flamenco","Sony Music Entertainment",0.521,0.45,2,-7.339,1,0.0913,0.773,0.000348,0.115,0.58,81.376,4
spotify:track:6Nr40AS5eNsfFjpMrisCY3,"Te Olvidaste","El Madrileño","C. Tangana;Omar Apollo",2021-02-26,187520,56,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:53Z,"bedroom pop","Sony Music Entertainment",0.795,0.361,3,-10.701,0,0.227,0.625,0.00477,0.114,0.346,88.036,4
spotify:track:740uwCK09xVPNPr4hFpcWW,"Muriendo De Envidia","El Madrileño","C. Tangana;Eliades Ochoa",2021-02-26,182640,57,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:53Z,"son cubano,jazz afrocubano,bolero","Sony Music Entertainment",0.845,0.717,0,-6.773,1,0.359,0.428,0.0023,0.0822,0.255,93.997,4
spotify:track:5cNJO43VKHxD0XGbkhboZu,"CAMBIA!","El Madrileño","C. Tangana;Carín León;Adriel Favela",2021-02-26,188093,54,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:53Z,"banda,norteño,sierreño,corrido,ranchera,grupera,sad sierreño,corridos tumbados,corridos bélicos","Sony Music Entertainment",0.557,0.687,2,-4.721,1,0.0814,0.551,0.0000528,0.0975,0.638,105.508,3
spotify:track:4NdjM90OrP4wuHsecOMXlg,"Cuándo Olvidaré","El Madrileño","C. Tangana;Pepe Blanco",2021-02-26,189560,52,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:53Z,"","Sony Music Entertainment",0.726,0.323,5,-9.322,0,0.185,0.818,0.00000103,0.0999,0.461,95.803,4
spotify:track:4DoEHKWh8k6vYDleECQkJx,"Los Tontos","El Madrileño","C. Tangana;Kiko Veneno",2021-02-26,192786,59,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:53Z,"flamenco,flamenco pop","Sony Music Entertainment",0.798,0.715,9,-5.712,0,0.187,0.365,0.00000208,0.142,0.895,105.995,4
spotify:track:4kD4ZzJ1rZIVfJ9qw85CVT,"Hong Kong","El Madrileño","C. Tangana;Andrés Calamaro",2021-02-26,203506,52,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:53Z,"rock argentino,rock en español,rock latino","Sony Music Entertainment",0.649,0.376,4,-7.528,1,0.039,0.0626,0.0000272,0.0911,0.434,97.848,4
spotify:track:4U0Cx2oGeiUQQCmCByQDxE,"Llorando en la Limo (feat. Alizzz)","Avida Dollars","C. Tangana;Alizzz",2018-04-20,139354,61,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:09:18Z,"","Sony Music Entertainment",0.791,0.415,9,-8.485,0,0.179,0.0392,0.00000616,0.245,0.397,155.022,3
spotify:track:2oZYkDEyOhvEwuLHD3M7Sj,"Inditex","Ídolo","C. Tangana",2017-10-05,203420,50,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:09:31Z,"","Sony Music Entertainment",0.793,0.658,8,-5.489,1,0.0519,0.212,0,0.108,0.496,130.044,4
spotify:track:0HkLxd8oNOo5BFQsIvtkvO,"Intoxicao","Ídolo","C. Tangana",2017-10-05,206692,53,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:09:35Z,"","Sony Music Entertainment",0.737,0.582,0,-7.967,0,0.0581,0.462,0.000126,0.257,0.29,92.008,4
spotify:track:067QpM2xLhK24hTiovC3Zo,"Mala Mujer","Ídolo","C. Tangana",2017-10-05,222896,71,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:09:39Z,"","Sony Music Entertainment",0.838,0.748,0,-4.551,0,0.129,0.231,0.0000176,0.0692,0.473,101.001,4
spotify:track:3xNMMrXGcFIg06FfTVxod9,"Pa Que Brille","Ídolo","C. Tangana",2017-10-05,199850,54,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:09:43Z,"","Sony Music Entertainment",0.615,0.824,5,-5.006,0,0.0408,0.118,0.00000673,0.131,0.354,152.073,4
spotify:track:1TnYnrv0lVfbxywXssT9zN,"Pop Ur Pussy","Ídolo","C. Tangana",2017-10-05,217272,38,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:09:48Z,"","Sony Music Entertainment",0.691,0.611,5,-5.504,0,0.141,0.0922,0.000315,0.129,0.491,189.933,4
spotify:track:4n1WwhKzKHUX598tvU1wMu,"SAOKO","MOTOMAMI +","ROSALÍA",2022-09-09,137533,48,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:10:09Z,"latina","Columbia",0.835,0.772,0,-5.711,1,0.247,0.793,0.0000201,0.515,0.683,100.034,4
spotify:track:77VjuBo3CJbamC3gzaUzK9,"LA FAMA","MOTOMAMI +","ROSALÍA;The Weeknd",2022-09-09,188121,51,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:10:12Z,"latina","Columbia",0.769,0.299,0,-7.909,0,0.0491,0.944,0.0000369,0.122,0.805,135.985,4
spotify:track:5OzQJGSICWovSJI3OFydQ9,"CHICKEN TERIYAKI","MOTOMAMI +","ROSALÍA",2022-09-09,122209,45,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:10:16Z,"latina","Columbia",0.79,0.39,2,-6.492,1,0.123,0.437,0.0000586,0.103,0.583,98.036,4
spotify:track:7EJcb4e5T2vDsaPWR7yEb4,"G3 N15","MOTOMAMI +","ROSALÍA",2022-09-09,252121,43,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:10:21Z,"latina","Columbia",0.448,0.0681,0,-16.357,1,0.0489,0.965,0.000136,0.112,0.101,94.245,4
spotify:track:6YbC5s56zWKObDIRZnAIbY,"DELIRIO DE GRANDEZA","MOTOMAMI +","ROSALÍA",2022-09-09,155436,42,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:10:26Z,"latina","Columbia",0.644,0.248,1,-10.792,1,0.034,0.874,0.0000409,0.376,0.29,101.582,4
spotify:track:4KkVsKSeAVluB6aG6QNCGG,"COMO UN G","MOTOMAMI +","ROSALÍA",2022-09-09,262104,45,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:10:32Z,"latina","Columbia",0.493,0.126,7,-14.323,0,0.0454,0.96,0.0000113,0.225,0.221,63.818,4
spotify:track:3VjCEyc0bHfa4Ie34kbWyb,"CANDY - Remix","MOTOMAMI +","ROSALÍA;Chencho Corleone",2022-09-09,204654,57,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:10:36Z,"latina,reggaetón","Columbia",0.738,0.674,4,-3.837,0,0.179,0.727,0.00229,0.0815,0.556,179.979,4
spotify:track:1B0BQaSRHxhI0AUlItY3LK,"MALAMENTE - Cap.1: Augurio","El Mal Querer","ROSALÍA",2018-11-02,150027,67,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:10:56Z,"latina","Columbia",0.893,0.482,0,-4.779,0,0.0873,0.549,0.0164,0.0752,0.53,97.975,4
spotify:track:5r8mGKhCDIVWb3AG4hm0l0,"PIENSO EN TU MIRÁ - Cap.3: Celos","El Mal Querer","ROSALÍA",2018-11-02,193767,67,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:11:01Z,"latina","Columbia",0.647,0.676,8,-6.025,1,0.0862,0.0909,0.0227,0.0947,0.41,164.51,3
spotify:track:6HpgdL4zUpuyXCzvAhgR5a,"QUE NO SALGA LA LUNA - Cap.2: Boda","El Mal Querer","ROSALÍA",2018-11-02,269538,55,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:11:04Z,"latina","Columbia",0.625,0.655,9,-5.992,0,0.112,0.763,0.000126,0.378,0.485,121.075,3
spotify:track:4ORvXsPK9AJmDzm36BYcdy,"Reliquia","LUX","ROSALÍA",2025-11-07,230240,79,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:11:19Z,"latina","Columbia",0.502,0.424,0,-8.463,1,0.162,0.871,0.00137,0.154,0.576,104.017,4
spotify:track:4oVO4fGNRRvEn0CRuFO4qv,"La Perla","LUX","ROSALÍA;Yahritza Y Su Esencia",2025-11-07,195546,89,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:11:26Z,"latina,sad sierreño,música mexicana,banda","Columbia",0.651,0.335,4,-6.008,1,0.0584,0.906,0,0.119,0.427,146.974,3
spotify:track:6FdOGTRYvLCJ79d55YtGgZ,"Dios Es Un Stalker","LUX","ROSALÍA",2025-11-07,130506,75,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:11:30Z,"latina","Columbia",0.662,0.476,1,-6.652,1,0.0786,0.65,0.00000579,0.544,0.626,97.366,4
spotify:track:7o76sIawH9bRWsltcWfQfd,"La Rumba Del Perdón","LUX","ROSALÍA;Estrella Morente;Sílvia Pérez Cruz",2025-11-07,251986,71,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:11:35Z,"latina,flamenco,flamenco pop","Columbia",0.512,0.376,7,-7.487,0,0.0863,0.707,0.00000236,0.0833,0.415,94.972,4
spotify:track:7JKpS5rKsKWeVPZ0ojBqv9,"La Yugular","LUX","ROSALÍA",2025-11-07,258613,73,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:11:40Z,"latina","Columbia",0.471,0.155,5,-11.031,0,0.0641,0.864,0.00000641,0.129,0.414,143.729,1
spotify:track:1LFM6gtGwcTe8CXX6y1IK2,"Mundo Nuevo","LUX","ROSALÍA",2025-11-07,140373,70,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:11:46Z,"latina","Columbia",0.234,0.131,7,-10.566,1,0.0427,0.865,0.00453,0.163,0.0381,83.137,3
spotify:track:1dp0MRcrgCxEESP1LrF2yA,"Sexo, Violencia y Llantas","LUX","ROSALÍA",2025-11-07,140760,76,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:11:56Z,"latina","Columbia",0.323,0.11,2,-12.144,0,0.0429,0.954,0.0000155,0.116,0.153,80.059,3
spotify:track:2qG5sZ7Si6sdK74qLxedYM,"Con Altura","Con Altura","ROSALÍA;J Balvin;El Guincho",2019-03-28,161626,70,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:05Z,"latina,reggaetón","Columbia",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,4
spotify:track:7BlBVFwvbWvcwNcUarQmjk,"Yo x Ti, Tu x Mi","Yo x Ti, Tu x Mi","ROSALÍA;Ozuna",2019-08-15,201040,75,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:12Z,"latina,reggaetón,trap latino,urbano latino","Columbia",0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,4
spotify:track:609E1JCInJncactoMmkDon,"BESO","RR","ROSALÍA;Rauw Alejandro",2023-03-24,194543,80,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:16Z,"latina,reggaetón,trap latino,urbano latino","Columbia Records/Duars Entertainment/Sony Music Latin",0.768,0.644,5,-6.671,0,0.136,0.736,0.000837,0.173,0.53,95.05,4
spotify:track:4YkdbqesiPQbSpfxoljSRQ,"KINKI FÍGARO","DAISY","rusowsky;Jean Dawson",2025-05-23,138413,50,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:40Z,"neoperreo","Rusia-IDK/Warner Records",0.489,0.402,5,-8.43,1,0.1,0.725,0.0000459,0.303,0.109,120.024,4
spotify:track:4YZhsgOBQtKvxZWjVuJD9H,"Johnny Glamour","DAISY","rusowsky;Las Ketchup",2025-05-23,141109,68,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:40Z,"neoperreo","Rusia-IDK/Warner Records",0.774,0.807,7,-6.802,1,0.0827,0.554,0.835,0.142,0.456,107.016,4
spotify:track:24fwLB47pPPSnMTs9Q3jHj,"SOPHIA","DAISY","rusowsky",2025-05-23,184689,58,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:40Z,"neoperreo","Rusia-IDK/Warner Records",0.561,0.731,6,-8.031,1,0.0287,0.569,0.317,0.272,0.563,115.975,4
spotify:track:0sVAsg0GP4JZHKn1Ohsiw0,"BBY ROMEO","DAISY","rusowsky;Ralphie Choo",2025-05-23,198715,66,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:40Z,"neoperreo","Rusia-IDK/Warner Records",0.604,0.498,0,-8.707,1,0.0407,0.742,0,0.169,0.462,73.992,4
spotify:track:5jysHNTiZcXz83qaIXl3vf,"pink + pink","DAISY","rusowsky;Ravyn Lenae",2025-05-23,182116,65,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:40Z,"neoperreo,r&b alternativo,indie soul","Rusia-IDK/Warner Records",0.81,0.609,4,-7.725,0,0.0982,0.414,0.58,0.111,0.768,107.957,4
spotify:track:5VwJPKzx3uyQz0k4WftaSU,"ALTAGAMA","DAISY","rusowsky",2025-05-23,150360,59,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:40Z,"neoperreo","Rusia-IDK/Warner Records",0.637,0.394,6,-8.435,1,0.0245,0.78,0.68,0.114,0.334,104.986,4
spotify:track:2YxPhQ1j59g44BKvGWobUE,"4 Daisy","DAISY","rusowsky",2025-05-23,234184,58,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:40Z,"neoperreo","Rusia-IDK/Warner Records",0.431,0.407,11,-10.028,1,0.0259,0.946,0.458,0.152,0.46,87,4
spotify:track:4uulymZhmebsjKedRaJ1gQ,"malibU","DAISY","rusowsky",2025-05-23,215250,76,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:40Z,"neoperreo","Rusia-IDK/Warner Records",0.677,0.537,7,-7.814,1,0.0274,0.74,0.0000169,0.16,0.896,126.015,4
spotify:track:6AOQxwQWLrsG6wBZuRF4K4,"LIAR?","DAISY","rusowsky;Kevin Abstract",2025-05-23,205881,50,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:40Z,"neoperreo","Rusia-IDK/Warner Records",0.623,0.597,8,-6.741,1,0.0275,0.69,0,0.347,0.882,132.95,4
spotify:track:6MNpKQBu98xOz5LpPQjyrU,"(ecco)","DAISY","rusowsky",2025-05-23,206184,54,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:40Z,"neoperreo","Rusia-IDK/Warner Records",0.505,0.268,8,-10.503,1,0.0277,0.921,0.714,0.127,0.0738,105.932,4
spotify:track:4N8lCBiHuYMc1jfEPHeiWf,"sukkKK!!","DAISY","rusowsky;La Zowi",2025-05-23,103074,49,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:40Z,"neoperreo","Rusia-IDK/Warner Records",0.752,0.535,7,-5.935,1,0.366,0.0344,0.0000664,0.0598,0.872,97.053,4
spotify:track:5Wpn5KSacKrgVBB2pYbTeo,"project tu culo","DAISY","rusowsky",2025-05-23,168443,51,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:40Z,"neoperreo","Rusia-IDK/Warner Records",0.495,0.456,3,-9.663,1,0.0316,0.882,0.901,0.103,0.241,109.535,3
spotify:track:6AWnhrQQMRRnwNtQ6OYNhC,"99%","DAISY","rusowsky",2025-05-23,202005,51,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:40Z,"neoperreo","Rusia-IDK/Warner Records",0.53,0.44,6,-8.736,1,0.0286,0.939,0.026,0.0855,0.191,128.06,4
spotify:track:7zoVtzzASRtacCvgQKLFaS,"neo roneo","neo roneo","rusowsky;LATIN MAFIA",2024-08-23,166704,71,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:12:59Z,"neoperreo,r&b latino","Rusia-IDK/Warner Records",0.746,0.374,0,-11.094,1,0.0312,0.873,0.134,0.114,0.607,107.044,4
