TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
8.312743764,0.355556,0.00667977,0.0350782,1.55582,0.161102,0.0982756,0.482827,0.723566,0.16076,0.513157,1.90824,1.16483
8.359183673,0.305479,0.00943512,0.0363441,1.44426,0.349283,0.099689,0.49828,0.740006,0.120832,0.507093,1.81425,1.35449
8.405623583,0.249738,0.0101798,0.0340558,1.34393,0.380149,0.100102,0.544987,0.735923,0.115094,0.505196,1.88617,1.44823
8.452063492,0.174395,0.0143711,0.0325971,1.02409,0.35078,0.101556,0.436317,0.832417,0.0977896,0.499322,1.98178,1.66511
8.498503401,0.095685,0.221702,0.0595813,1.11685,0.41676,0.196097,0.27883,0.69805,0.0933575,0.428456,2.1067,1.88919
8.544943311,0.000439187,0.0948932,0.204766,1.9742,0.285604,1.09341,0.014705,0.238261,0,0.242062,2.39821,2.24263
8.591383220,0.000779864,0.00297381,0.0306378,1.84787,0.344799,1.11805,0.369134,0.0925399,0.00238512,0.294235,2.0838,2.50357
8.637823129,0.000937953,0.00389567,0.195455,1.57368,0.243019,1.03733,0.20604,0.0925807,0.0335457,0.400395,2.46305,2.15365
8.684263039,0.000828328,0.00361023,0.287143,1.63197,0.286886,0.9948,0.262942,0.0678965,0.161952,0.46578,2.55025,1.40898
8.730702948,0.000589603,0.00472538,0.540723,2.02712,0.250282,0.847082,0.216828,0.0518518,0.111313,0.453514,2.61727,0.919902
8.777142857,3.07544e-05,0.00556915,0.674308,2.22729,0.391544,0.568654,0.288492,0.0750789,0.0515527,0.203622,3.04224,0.378943
8.823582766,0.127322,0,0.250571,2.00268,0.502977,0.0225263,0.601364,0.579081,0.569897,0.10089,2.33885,1.2071
8.870022676,0.219341,0.419524,1.69193,0.802005,0.952188,0.126757,0.690064,0.475038,0.951758,0.0113046,1.73886,1.14053
8.916462585,0.000966104,0.60173,2.33036,0.46331,0.704612,0.000982523,0.663554,0.551156,1.36398,0,1.60575,1.09317
8.962902494,0,0.237993,2.69831,0.283499,0.615521,0.0118545,0.696285,0.563402,1.67853,0,1.72885,0.944208
9.009342404,0,0.201401,3.14934,0.192982,0.466876,0.0223111,0.752158,0.472335,1.69034,0,1.96025,0.725831
9.055782313,0,0.178746,3.40425,0.105703,0.21913,0.0266744,0.775417,0.419693,2.14143,0,2.13912,0.273649
9.102222222,0,0.168295,3.47368,0.063625,0.0477377,0.024533,0.207451,0.394886,2.51127,0,2.1522,0.00459464
9.148662132,0.0931898,0.174949,3.55083,0.0325839,0.0290038,0.0116722,0.352337,0.0689171,2.59744,0,2.19749,0.0341467
